,EstablishmentId,Summary
529,122320,"Discover the stunning tropical beauty of the island paradise of Phuket with Burasari, the boutique hotel where is a luxurious retreat in the heart of vibrant Patong Beach."
530,189645,"Hotel RIO is located in the center of Athens, on the quiet pedestrian street of the Karaiskaki square, next the subway station METAXOURGHIO and quite near the international railway station. It is 1 Km away from the Syntagma sq, a 25 minutes drive from the Athens international airport and 15 minutes from the port of PIREAUS by subway. <br/><br/>Hotel Rio Athens is a beautiful neoclassical building entirely restored, blending every modern convenience with the classical aesthetic. <br/>The hotel rooms are welcoming and fitted out with air-conditioning, personal bath or shower, satellite TV, mini bar, hairdryer, direct dial phone with the aim of your complete comfort.<br/> <br/>The Bar-Restaurant, at the ground floor, is the ideal place to relax enjoying drinks, food and pleasant music. It serves many kinds of drinks and Greek specialities until well after midnight.<br/> Hotel RIO is recommended in many international tourist guide books around the world not only for holidays stays, but also for business trips..."
531,194119,"At the Eurostars I-Hotel Madrid hotel you will find the rest and relaxation you deserve after a day of work. The design hotel in Madrid has four paddle tennis courts, which are free for our guests.<br/><br/>We have a charming restaurant with spectacular scenic views where you can enjoy our varied breakfast buffet along with a la carte lunches and dinners. Outside, under the tent in the central courtyard, we can hold banquets with up to 300 guests."
532,194133,"The NH Madrid Atocha hotel, formerly known as NH Sur, is perfectly placed for Madridâ€™s â€˜Art Triangleâ€™ â€“ the Prado, Reina Sofia and Thyssen Bornemisza museums are all within 15 minutesâ€™ walk. So is a whole host of shops, tapas bars and sightseeing spots.<br/><br/>opposite Atocha Station, for high-speed trains to Seville and CÃ³rdoba<br/>a 10-minute walk to Retiro Park<br/>next to Atocha Renfe metro â€“ 4 stops to the center<br/><br/>There are 68 recently renovated rooms decked out in a pastel color scheme with hardwood flooring. Guests can choose between Standard, Superior or Superior with terrace rooms â€“ and the higher you are, the better the view. All of our rooms are also equipped with a large 40 flat screen TV.<br/><br/>Guests find our location opposite Atocha Station really handy for getting from the airport â€“ and the beautiful building provides a great view from many of the rooms.<br/><br/>function room for small-scale meetings<br/>central location<br/>buffet breakfast with local specialties"
533,196123,"Waldstein is situated in the most attractive part of Prague, few steps from Charles Bridge, Old Town Square and surrounded by Prague Castle and the main Prague sights.<br/><br/>The Historical building (14th century) offers accommodation in 34 rooms and suite comfortably equipped with antique furniture, bathroom (shower or bath, WC), complimentary toiletries, flat TV/SAT, direct dial phone, hair dryer, in-room safe deposit, minibar, WIFI connection and tea & coffee making facilities free of charge. Some rooms have original wooden renaissance ceilings.<br/><br/>The reception desk is available to guests 24 hours a day and offers drinks, money exchange services, sightseeing tours, excursions, ordering of taxi, laundry and other services. Parking in front the hotel (available for extra charge). Internet point free of charge is available in the lobby. Hot buffet breakfast is served in a beautiful renaissance vaulted cellar with an original well. During summer, clients can relax in a pleasant atmosphere of the hotel ..."
534,217697,"With a stay at NH Grand Place Arenberg, you'll be centrally located in Brussels, steps from Cathedral of St. Michael and minutes from Jeanneke Pis. This 4-star hotel is within close proximity of Belgian Comic Strip Center and Royal Theatre Toone.Rooms <br/>Make yourself at home in one of the 155 guestrooms featuring minibars. Complimentary wireless Internet access keeps you connected, and satellite programming is available for your entertainment. Private bathrooms with shower/tub combinations feature makeup/shaving mirrors and complimentary toiletries. Conveniences include direct-dial phones, as well as safes and desks.Dining <br/>Take advantage of the hotel's room service (during limited hours).Business, Other Amenities <br/>Featured amenities include a business center, currency exchange, and express check-in. Event facilities at this hotel consist of conference/meeting rooms, small meeting rooms, and banquet facilities. Parking (subject to charges) is available onsite."
535,217700,"A stay at NH Collection Brussels Centre  places you in the heart of Brussels, walking distance from City 2 Shopping Mall and Jeanneke Pis. This 4-star hotel is within close proximity of Rogier Square and Brussels Stock Exchange.Rooms<br/><br/>	Make yourself at home in one of the air-conditioned rooms featuring minibars. Wireless Internet access (surcharge) keeps you connected, and cable programming is available for your entertainment. Private bathrooms with shower/tub combinations feature makeup/shaving mirrors and complimentary toiletries. Conveniences include direct-dial phones, as well as safes and desks.Rec, Spa, Premium Amenities<br/><br/>	Enjoy a range of recreational amenities, including a health club. Additional features at this Art Deco hotel include wireless Internet access (surcharge), babysitting/childcare, and gift shops/newsstands.Dining<br/><br/>	Grab a bite to eat at the hotel's restaurant, which features a bar, or stay in and take advantage of 24-hour room service."
536,218335,"The NH Hamburg Altona hotel is in the Altona district of the city. There are plenty of bars and restaurants nearby, and the city center is an easy drive away.<br/>A few minutes from Ottensen, a fashionable district packed with shops, restaurants and galleries<br/>A 20-minute drive from the center of Hamburg and even closer to the Barclaycard Arena and the Volksparkstadion, home of Hamburger SV football club<br/>Great transport links â€“ bus station just outside the hotel and close to the highway A7<br/>Our 235 rooms feature modern furniture and smart wooden floors. They come with some great touches too, like extra-thick mattresses and free Wi-Fi.<br/><br/>Modern rooms with thick mattresses<br/>New TVs with Sky channels, and free Wi-Fi<br/>Junior Suites available â€“ ideal for families<br/><br/>We pride ourselves on our exceptional breakfast buffet. We also serve a great range of international dishes. Dining aside, guests can use our wellness area; and weâ€™re fully equipped to host events, large or small."
537,218607,"The NH Bussum Jan Tabak hotel is situated in the heart of the green area 't Gooi, a 20 minutes' drive from Amsterdam. It makes a good base for hiking and biking trips, and there are several celebrity and royal residences in the area, too.<br/><br/>renowned hotel in a quiet, leafy town<br/>20-minute drive to Amsterdam<br/>a good base for hiking and biking<br/><br/>Our rooms are comfortable and bright with free Wi-Fi in each and some also have garden views.<br/><br/>quiet, comfortable rooms in a contemporary style<br/>free Wi-Fi<br/><br/>Our restaurant serves international cuisine in chic, contemporary surroundings, while the trendy Bar Toeback is a great place to unwind. In spring and summer you can eat outside on our garden terrace. And thereâ€™s free indoor and outdoor parking for all guests.<br/><br/>fine dining restaurant with garden terrace<br/>stylish bar<br/>free indoor and outdoor parking"
538,232224,"With a stay at Traders Hotel Dubai in Dubai (Deira), you'll be minutes from Hamarain Centre and close to Deira City Centre. This 4-star hotel is within close proximity of Reef Mall and Al Ghurair Centre. Make yourself at home in one of the 250 air-conditioned rooms featuring minibars and LCD televisions. Complimentary wired and wireless Internet access keeps you connected, and satellite programming provides entertainment. Bathrooms feature shower/tub combinations, complimentary toiletries, and hair dryers. Conveniences include safes and desks, as well as phones with free local calls."
539,232264,"Hawthorn Suites by Wyndham Abu Dhabi City Center<br/><br/>We offer 136 elegant and beautifully furnished guest rooms, elegant and spacious one bedroom and two bedroom suites with fully equipped kitchens After the long working day our executive lounge will allow you to relax in the comfort of home, enjoying the free high speed wireless connection and our special snacks collection. Our flexible meeting rooms cater for any events and can accommodate up to 100 guests in different set up configuration. Our team will attend every detail to ensure your event or business gatherings is another success story."
540,274451,"The Maritim Antonine Hotel & Spa, in the north of the island is situated on a terraced hillside in Mellieha. The airport is approximately 25 km away from the hotel. Hotel rooms are decorated in warm colours, Italian style furniture with tile floors, bath, shower, hairdryer, telephone, air conditioning, minibar, TV and safe (free). Tea & coffee making facilities are also available."
541,289238,LocationCentric Centrico ( Km.)Number of floors : 30
542,289728,"With a stay at Pousada de Palmela - Castelo de Palmela in Palmela, you'll be minutes from Palmela Castle and Church of Sao Pedro. This 4-star pousada is within close proximity of Igreja de Jesus and Praca do Bocage.Rooms Make yourself at home in one of the 28 air-conditioned rooms featuring minibars and LCD televisions. High-speed (wired) Internet access (surcharge) keeps you connected, and satellite programming is available for your entertainment. Private bathrooms have handheld showerheads and bidets.Rec, Spa, Premium Amenities Take in the views from a terrace and a garden and make use of amenities such as complimentary wireless Internet access.Dining Enjoy a meal at a restaurant, or stay in and take advantage of the pousada's room service (during limited hours). Quench your thirst with your favorite drink at a bar/lounge. Breakfast is available for a fee.Business, Other Amenities Featured amenities include audiovisual equipment, complimentary newspapers in the lobby, and a 24-hour..."
543,290326,"The ideal location in Barcelona to be as close to the fairgrounds as the jewels of the city center<br/>An elegant and centrally located in the middle between the Plaza of Spain, which gives access to the fairgrounds, and the Plaza Catalunya, the starting point of the old town of Barcelona.<br/>Opened in 1997 with a singular structure, the Hotel del Comte has been recently renovated in its interior to better suit the times and meet the needs of our customers.<br/>The Hotel del Comte is an ideal hotel for business travelers who want to be close to the fairgrounds. It is also an excellent choice for tourists who want to be very close to the center of the city, but at the same time, in a more relaxed environment to bedtime.<br/>Located in the environment known as the Gaixample, with plenty of leisure, we are a gay-friendly hotel.<br/>Our multilingual staff formed an excellent team always willing to help and provide useful information to our customers."
544,314557,"Housed in a beautiful 19-century building, Green Garden Hotel is located directly in the historic centre of Prague, only a short walk from famous Wenceslas Square and offers picturesque restaurant, car parking, free Wi-Fi and air-conditioning.<br/><br/>National Museum, Old Town Square and Charles Square can be easily reached on foot from the Green Garden Hotel. The hotel is just a few steps away from subway and tram station providing easy access to the cityâ€™s main attractions.<br/><br/>All rooms were recently elegantly renovated and feature free Wi-Fi, individually controlled air conditioning, biometric safety deposit boxes for laptops, mini-bar, hair-dryer and free coffee/tea making facilities. Some rooms on the top floor boast beautiful view of Prague Castle.<br/><br/>Excellent Green Garden Restaurant serves Czech and international cuisine.<br/>Parking is available in the secure garage next to the hotel for extra charge 20 Eur per day."
545,320674,"The hotel offers 221 artistically appointed rooms featuring high ceilings, large clear bay windows and all modern amenities. The rooms' striking, dramatic interior designs reflect the artistic creativity that brings a new dimension to stylish easy-living - a truly refreshing approach to the way you see, feel and experience your environment. The hotel offers the very best in the way of creative artistry, combined with luxury and the highest standards of comfortable living. Accommodation units breathe sophisticated style and class. Facilities on offer to guests at this fully air-conditioned establishment include a hotel lobby with 24-hour reception and check-out service, lift access, currency exchange facilities, a newspaper stand and a hotel safe. Internet access is available on complimentary basis, and additional facilities include a bar, cafÃ© and a restaurant. Room and laundry services are provided (fees apply to laundry services), and guests arriving by car can leave their vehicles in the nearby car park."
546,321152,Location This appealing hotel enjoys a great location directly beside fine sands of the 5 km long Karon Beach. An abundance of shops and entertainment venues are located in the immediate vicinity; while Phuket airport is around 50 km away from the hotel.
547,321172,"Resort and Spa in Kata Beach, Phuket, Thailand<br/><br/>Located upon the hillside at the heart of Kata Beach, Peach Hill Resort & Spa offers the ultimate family holiday in the sun, packed with fun activities and entertainment for everyone. Only a short stroll from the glorious white sand beach, right in the center of town, our Phuket family resort makes it easy to explore the delights of Kata Beach by foot.<br/><br/>Fill your days relaxing by the three spectacular swimming pools with fountains, Jacuzzis and childrenâ€™s play areas with heavenly mountain views, or take time out at the Santi Spa for a Thai massage. With well-placed pool bars and a choice of restaurants you are never far from a refreshing cool drink and delicious meal.<br/><br/>Steps away from the resort are a plethora of shops, restaurants and activities to explore, there are even boutique fashion and gift outlets at the hotel."
548,374594,"Romantic and cosy hotel with unique and unforgettable view of the Prague Castle, Lesser Town and the Old Town embroidered by Vltava river, is located directly in the city center in a peaceful garden of Strahov Monastery (national historic landmark, founded in 1142).<br/><br/>The hotel offers accommodation in 12 rooms and suite comfortably equipped with modern design furniture, bathroom (shower or bath, WC), complimentary toiletries, flat screen TV/SAT, direct dial phone, hair dryer, in-room safe deposit, minibar, high speed internet connection and tea & coffee making facilities free of charge.<br/><br/>Reception offers drinks, money exchange services, sightseeing tours, excursions, ordering of taxi, laundry and other services. Secure parking in a guarded yard in front of the hotel. In the lobby is available an internet point free of charge and a WI-FI zone. Hot buffet breakfast is included in the rate."
549,374674,"Perfectly located in the heart of Temple Bar, in the midst of cool cafes, traditional bars and trendy shops The Fleet Street Hotel offers affordable comfort mixed with modern style. Within a moments walk you will find major attractions such as Trinity College, the famous Grafton Street, O' Connell Street and The Convention Centre Dublin.<br/><br/>Described as funky, cool and friendly, The Fleet Street has grown into its own, with newly refurbished hotel accommodation that offers a mixture of new elegance rooms,  double rooms, twin rooms, family and triple rooms to suit each individuals' needs. Every room is individually decorated in crisp linen and shades of smooth chocolate and autumn toned soft furnishings. Each are equipped with en-suite bathrooms, power showers, flat screen satellite televisions and all day and night free Wi-Fi to ensure your stay is as comfortable as possible. Check in is guaranteed from 2pm but we will always try to accommodate our guests earlier if possible."
550,388929,"The Golden Residence welcomes you to a enchanting 4-star hotel in an excellent location on the south coast of Madeira.<br/><br/>Overlooking the sea and some imposing cliffs, the opportunities for fantastic sunsets are offered every day during your holidays.<br/><br/>Once inside, the hotel is built with many open spaces to make the most of the natural light and a modern and luxurious design with comfortable and functional public areas to rest, relax, read or socialize with your fellow guests. The atmosphere is complete with the panoramic sea views and some of the banana plantations still existing in Funchal.<br/><br/>More than a hotel, at the Golden Residence you will find the perfect solution for a holiday where well-being and relaxation will take on a new meaning for you. The excellent service and careful attention for small detail is what makes the difference.<br/> <br/>â€¦ and we encourage you to discover its many charms."
551,740175,"The Vincci Soma is situated in central Madrid, next to Goya Metro Station. The hotel features a gym, restaurant and free Wi-Fi access throughout.<br/><br/>Rooms at the Soma are spacious and feature contemporary design. Each room has a TV, CD player and pillow menu.<br/><br/>Facilities include car and bicycle rental. There is also a 24-hour reception and private parking is available on-site. The hotel's breakfast includes products for celiacs.<br/><br/>The Vinci Soma is located in the Salamanca district of Madrid and 5 minutesâ€™ walk from the beautiful Retiro Park. The Prado Museum and Puerta del Sol can be reached in around 5 minutes by Metro."
552,740495,"The modern and confortable Confortable Barcelona is located in the triangle formed by the Forum, the Olympic port and Plaza de las Glorias, in the heart of the district 22@, the innovation and technology center of the city and just 600 meters from the beach.<br/><br/>The hotel has a gym and a rooftop pool where guests can enjoy spectacular views of Barcelona and the Mediterranean. <br/><br/>The Confortel Barcelona rooms are spacious, bright and furnished in modern style. All offer free Wi-Fi, free bottled water, safety deposit box, satellite TV, flat-screen TV and air conditioning. <br/><br/>The hotel also features a Bar and a la carte restaurant offering a wide variety of seasonal products that willl delight even the most discerning palates. <br/><br/>The hotel offers free use of 4 PCâ€™s located in the main lobby with free Wi-Fi. <br/><br/>Poblenou and Llacuna metro stations are only 300 meters from the hotel, allowing access to the historic center of Barcelona in just 4 stops. The tourist bus also stops near the hotel. <br/><br/>Directions..."
553,749020,"Come, relax and unwind! Roomz vienna offers rooms and furnishings that are well above the standards of a budget hotel â€“ chic design, with tasteful color accents and every amenity that the heart desires.<br/>Roomz vienna has 152 style and family category rooms with amenities like a flat-screen television, video on demand, free wifi, a telephone, a desk, air conditioning and a safe.<br/>Eat, drink and relax in a cozy atmosphere â€“ something we take seriously as well as literally at Roomz Vienna â€“ our Ã  la carte restaurant atelier with the adjacent 24-hour bar forms the heart of the hotel.<br/>The hotel Roomz Vienna is perfectly located and within easy reach with public transport as well as with your car! Various Viennese sights are reachable within minutes as well as downtown."
554,749512,"swimming pool will be closed from January 26th till February 15th, 2017 due to annual maintenance"
555,749933,"Pearl Residence Hotel Apartments is a premium hotel apartments conveniently located in the heart of Dubai, just 7.7 km  from Dubai International Airport. The hotel offers 28 units of Studio room and 56 units of One-Bedroom Apartment to choose from.  It also offers fully equipped gym, rooftop pool, sauna and steam room.<br/> <br/>Guests can enjoy Indian, Chinese and continental cuisine at Pearlâ€™s lobby restaurant. The hotel is a 10-minute drive from the World Trade Center. Dubaiâ€™s famous Gold Souk, Dubai Creek and Dubai Museum are within easy reach. BurJuman Metro Station and the bus stop are 8 minutes' walk away.<br/>. ."
556,758062,"Property Location <br/>With a stay at St. George Residence All Suite Hotel Deluxe in Budapest (Castle Hill), you'll be minutes from Trinity Square and Fisherman's Bastion. This 5-star hotel is within close proximity of Budapest Labyrinth and Budapest Castle Hill Funicular.Rooms <br/>Make yourself at home in one of the 26 air-conditioned rooms featuring kitchens with refrigerators and microwaves. Windows open to city and courtyard views. Wired and wireless Internet access is complimentary, while 40-inch LCD televisions with satellite programming provide entertainment. Conveniences include cordless phones, as well as laptop-compatible safes and desks.Rec, Spa, Premium Amenities <br/>Take in the views from a rooftop terrace and a garden and make use of amenities such as complimentary wireless Internet access. This hotel also features concierge services and tour/ticket assistance. Getting to nearby attractions is a breeze with the area shuttle.Dining <br/>Enjoy a meal at a restaurant or in a coffee shop/cafÃ©."
557,795632,Comfort and 21st century technology so you can enjoy the great city of antiquity. The latest in interior design so you can enjoy the most classical of cities. The Eurostars Saint John 4 star Hotel in Rome recently refurbished offers you a quiet elegant spot where you can enjoy your visit to the CittÃ  Eterna to the max. A minimalist style and marble and off-white tones confer on the hotel the tranquillity that our guests are seeking. The Eurostars Saint John is a modern hotel in Rome city centre and it is an ideal place for both business and pleasure. We have Wi-Fi in every part of the hotel free newspapers and a bar service. Next to our Hotel in Rome city centre there is also a garage by charge. The Eurostars Saint John is an outstanding venue for holding business events. We have a large conference room fitting up to 100 people as well as a small meeting room for 10 people. The staff of our 4 star Hotel in Rome will be happy to answer all your questions and help you get tickets to sporting events or...
558,837733,"The Lloyd is the first 1 - 5 star hotel in the world. Designed as a home for travelers of all stripes, we buck the trend of conventional star rankings by classifying our rooms primarily based on size. The hotel interior was designed in collaboration with Dutch architects MVRDV and accented with details from internationally renowned Dutch designers including Richard Hutten, Claudy Jongstra, Joep Van Lieshout and Christoph Seyferth. Many of our 117 rooms are completely unique - with chance assignment on arrival - designed to surprise and delight our guests. There is free WiFi throughout the hotel and 24-hour room service available in all rooms.<br/><br/>Guests have access to our restaurant, bar and library, as well as free events and exhibitions curated by the Cultural Embassy. Created for serendipitous encounters with other guests, communal tea and coffee-making facilities are available on the second and fourth floors. Sleep in superior-quality mattresses in king, queen or twin size, supplied by Auping, a..."
559,863289,"Tara Angkor hotel, one of the few hotels to have cemented its four star status as one of the jewels in Siem Reapâ€™s accommodation sector since 2007, is proud to welcome you. Being ideally located on the road to Angkor Wat at 5km only from the entrance, 15 min from the airport and a short ride away from the city center, we are an idyllic base to explore Siem Reap and its magnificent temples.<br/>Our 212 elegantly furnished and fully equipped rooms with modern amenities and complimentary WIFI are complemented by our exceptionally warm hospitality and traditional Cambodian sincerity and kindness. The Tara Angkor hotel will cater to all your needs with its variety of services and facilities."
560,868221,"The privately owned 3-star Merchant City Inn provides a full cooked breakfast each morning. It is superbly set in the centre of Glasgow, in a secluded street adjacent to renowned Argyle Street and 2 minutes' walk from George Square.<br/><br/>It is in the heart of Glasgowâ€™s famous Merchant City district, with magnificent shopping streets, and offering countless restaurants, bars, designer boutiques and theatres.<br/><br/>With free Wi-Fi throughout, the 40 bedrooms are all fully furnished with stylish but modern amenities. The hotel also has easy access to nearby tourist cities, being easily accessible to city centre train and bus stations."
561,1163941,"Lou'Lou'a Beach Resort is situated on the fringe of the Al Khan coast on a long stretch of golden sandy beach, in the emirate of Sharjah overlooking the clear blue waters of the Arabian Gulf. The resort is a two storey building and consist of 134 recently refurbished rooms and suites, each fully equipped with individual temperature controlled airconditioning, direct dial telephone, colour satellite TV, 24 hours movie channels, mini bar and private bath attached. The resort is 20 minutes drive from Dubai city and 5 minutes drive from Sharjah city. Dry Hotel â€“ No alcohol served"
562,1446479,"Your luxurious hotel in the heart of the city of Marrakech is a source of comfort and authenticity. You can rest in the best hotel shops near Jamma el Fana Square and the old medina. Likewise, you can enjoy being in suites, comfortable rooms, massage rooms, sky lounge, or conference rooms.The architecture of our hotel, Dellarosa, reflects a harmony between Moroccan authenticity and modern design which makes a guest charmed to discover the city of Marrakech, for example you can relax or do business.Whether a guest is alone or as a couple, you can enjoy looking at the stunning view of the Atlas Mountain from the sky lounge. Our reception team can offer more than eighty rooms and luxurious suites.Thanks to both our highly qualified experienced hotel staff and our new hotel equipment, we guarantee a wonderful stay throughout the year for our guests. You  can enjoy basking in the sun by our hotel swimming pool, and also relaxing in a hammam or in a massage room."
563,1446482,"A Fira hotel Barcelona that does justice to the city: daring, modern, colourful and with the kind of design that dazzles, although warming at the same time<br/><br/>The Eurostars Lex is a newly opened hotel: everything is new and quality-built. The rooms are sound-proofed for guests to enjoy maximum peace and quiet. The eye-opening, striking details are ever-present in the establishment's different ambiances: desks illuminated in lilac, fuchsia armchairs, pistachio-coloured furniture...<br/><br/>The Eurostars Lex  has a small gym and a lobby bar which serves a very complete buffet breakfast, with cured meats and sausages, assortment of cheeses and a wide range of diet foods. The lobby bar also provides room service, offering a menu card with a selection of mediterranean dishes."
564,1482414,"The White Dolphin Holiday Complex is a small and charming family-run complex which is centrally located and accompanied by stunning views of Qawra Bay. The surroundings of the area will provide a pleasant and surprisingly stay at the Maltese Islands and White Dolphin Complex. The complex is complimented with warm and friendly staff who create a relaxing atmosphere for couples, friends and families.Our recently decorated family run bar and restaurant serves an array of local and Mediterranean cuisine. Ã€ la carte and dailyâ€™s table dâ€™hÃ´te menus are prepared by our Chef Patron Sandro. Theme nights and entertainment are organised on various evenings.Number of Apartments: 49<br/><br/>	Official rating: 3 starLocation & Attractions<br/><br/>			Golden Bay (5kms)<br/>			Ghadira Bay (8kms)<br/>			100 m to Bus Stop with regular service<br/>			Malta National Aquarium<br/>			Malta Classic Car Museum<br/>			Bird Park<br/>			Salina National Park<br/>			Ghallis Tower<br/>			Qawra Tower<br/>			St."
565,1487220,"Apartamentos Turisticos Paraiso are set in the main tourist area of Funchal, only 100 m from the beach. The property offers a bar, a sun terrace with loungers and free WiFi throughout the property.<br/><br/>Featuring a private balcony and a kitchenette with a fridge, the spacious studios and apartments include parquet floors and light dÃ©cor.<br/><br/>There is a mini-market at the hotel and several bars and restaurants within 10 minutesâ€™ walk.<br/><br/>Funchal city centre is within a 15-minute walk from the Apartments Turisticos Paraiso and Madeira Airport can be reached in a 20-minute drive. <br/><br/>Sao Martinho is a great choice for travellers interested in relaxation, nature and scenery.<br/><br/>This is our guests' favourite part of Funchal, according to independent reviews.<br/><br/>We speak your language!"
566,1488560,"Riad Carina is â€“ different to the other Riads in Marrakech - built in a charming traditional Berber style. That means that you will find all the natural materials used by the Berber people of Morocco, like natural stone, burnt bricks, terracotta, clay and wood.<br/><br/>Come in and feel the spirit of the traditional Morocco: You will be charmed by the authenticity of our Riad and by the traditional and friendly Moroccan welcome that you will receive on."
567,1510833,"City Seasons Al Ain is your home away from the pressure of modern day living. Located in the lush green surroundings of the â€˜Garden Cityâ€™, City Seasons Al Ain is an ideal place for travelers seeking the perfect getaway to a new level of rest and relaxation or for weekend breaks.<br/><br/>The staff is very friendly and care about what you need.<br/><br/>Situated in Al Muwaiji district, City Seasons Al Ain is just minutes away from the commercial heartland and close to the town centre. It boasts a range of luxury facilities combined with the true Arabian hospitality.<br/><br/>City Seasons is located in this welcoming city with its many attractions, parks, museums, historical sites and its popular zoo, and across Qasr Al Muwaiji, the birth place of HH Sheikh Khalifa bin Zayed Al Nahyan."
568,1516772,"Standing on the banks of the majestic Chao Phraya River, this refined property offers stylish living and comforts of a five-star hotel. Seamless Chatrium ferry shuttle service to the central ferry pier for sky train station and easy ferry transfer to the Grand Palace, the Reclining Buddha and Temple of Dawn. The rooftop infinity pool offers a relaxing setting to enjoy the sun and the expansive panoramic view of both the cityscape and the riverside hustle and bustle."
569,1658392,"This urban hotel is located near El Corte InglÃ©s, with a modern decoration and common areas. It is perfect for those who privilege silence, but canâ€™t do without a central hotel.<br/><br/>Some of the main tourist attractions in Lisbon, such as PraÃ§a MarquÃªs de Pombal, Parque Eduardo VII or Avenida da Liberdade, are very close.<br/><br/>In this hotel, you can move around at your will. Spaces such as the lobby, the bar and the restaurant are perfect to relax."
570,1812847,"Welcome Hotel Apartment 1 is a modern contemporary stylish Hotel Apartment with new standards of spaciousness, ideally located in the heart of city within close proximity of Banks, Embassies/Consulates, Shopping Malls, Dubai Intâ€™l Convention and Exhibition Centre. Itâ€™s just 9 kilometers (kms) away from Dubai International Airport yet within easy reach to all ports and Free Zones. We assure you a quality & memorable stay with personalized service, whether you are a Leisure Traveler, Corporate Business Traveler, and Exhibiting in Dubai or a Shopping Loverâ€¦..<br/>Welcome Hotel Apartment 1 offers graciously styled and tastefully decorated One Bedroom and Studio Apartments centrally air-conditioned, fully furnished with a complete kitchenette to suit individuals and families. A gym for the fitness conscious, a roof top pool, the sun deck & sauna are ideal for relaxingâ€¦<br/>Be pampered at your room, where you can enjoy the privacy and comfort of home watching television of surfing the internet."
571,1812859,"Conveniently located, a 5' walk from Deira Metro Station and 5' drive from Dubai International Airport, City Seasons Dubai offers quick access to Dubai Convention<br/>and Exhibition Centre, Dubaiâ€™s world famous shopping malls, golf courses, tourist attractions and pristine beaches.<br/>The elegant interiors, the spacious rooms and suites combined with an attentive and friendly service make this hotel a favourite with business travelers, family stays and holidaymakers.<br/>City Seasons Dubai is an ideal destination for business, family and leisure travel."
572,1870417,"Property Location<br/><br/>	With a stay at Address Dubai Marina in Dubai (Dubai Coast), you'll be minutes from Dubai Marina Mall and close to Dubai Marina. This 5-star hotel is within close proximity of The Beach Mall and Skydive Dubai.Rooms<br/><br/>	Make yourself at home in one of the 200 air-conditioned rooms featuring iPod docking stations and minibars. LCD televisions with satellite programming provide entertainment, while complimentary wireless Internet access keeps you connected. Private bathrooms with separate bathtubs and showers feature designer toiletries and complimentary toiletries. Conveniences include phones, as well as safes and desks.Rec, Spa, Premium Amenities<br/><br/>	Relax at the full-service spa, where you can enjoy massages, body treatments, and facials. You can take advantage of recreational amenities such as a health club, an outdoor pool, and a spa tub."
573,2044102,"With a stay at Mozart Hotel in Beirut, you'll be minutes from American University of Beirut and Pigeon Rocks. This hotel is within close proximity of Hamra Street and Sanayeh Park. Make yourself at home in one of the 40 air-conditioned rooms featuring refrigerators. Rooms have private balconies. Satellite television is provided for your entertainment. Conveniences include direct-dial phones, as well as safes and coffee/tea makers. Enjoy recreation amenities such as a nightclub or take in the view from a rooftop terrace."
574,2187774,"Property Location <br/>With a stay at Hotel Duca d'Alba, you'll be centrally located in Rome, steps from Church of Santa Maria dei Monti and St. Peter in Chains. This 4-star hotel is close to Colosseum and Roman Forum.Rooms <br/>Make yourself at home in one of the 26 air-conditioned rooms featuring minibars and LCD televisions. Complimentary wireless Internet access keeps you connected, and satellite programming is available for your entertainment. Private bathrooms have complimentary toiletries and hair dryers. Conveniences include phones, as well as safes and desks. <br/>Make use of convenient amenities such as complimentary wireless Internet access, concierge services, and babysitting/childcare.<br/>Take advantage of the hotel's room service (during limited hours). Quench your thirst with your favorite drink at a bar/lounge. <br/>Featured amenities include limo/town car service, complimentary newspapers in the lobby, and dry cleaning/laundry services."
575,2188278,"Hostal de la PlaÃ§a is a small family hotel in a seventeenth century farmhouse that has become, over time, in a landmark setting. Affords an idyllic setting just 25 minutes from Barcelona.<br/><br/>It has 9 exterior rooms, spacious, bright and furnished in a comfortable spread between the main building and the annexe building called, â€œLâ€™Hostaletâ€�.<br/><br/>Hostal de la PlaÃ§a offers the following services:<br/><br/>    24 h Front Desk<br/>    Bar and Restaurant<br/>    Meeting rooms"
576,2192938,"This colorful boutique hotel is situated in the trendy Saint Gilles quarter of Brussels. The Pantone Hotel Brussels has sound-proofed rooms with a flat-screen TV, designer furniture and unique photography by the Belgian artist Victor Levy. Each room has a modern bathroom with a bath or shower. Breakfast at this design hotel is served in the bright setting of the breakfast room.<br/>Furthermore, Pantone has a 24-hour reception, a tour desk and a shop selling Pantone designer goodies, from the iconic mugs to bicycles. The hotel is located close to the Avenue Louise, one of Brussels' trendiest shopping districts. The City Centre, with attractions such as the Grand-Place and the Manneken Pis statue, is a 30-minute walk or a 10-minute tram-ride away."
577,2331624,"Location. <br/><br/>	Hotel Argento is located in central St. Julian's and close to Paceville, St George's Beach, and National Museum of Archaeology. Nearby points of interest also include Great Seige of Malta and the Knights of St. John and St. Johns Co - Cathedral.Hotel Features. <br/><br/>	Hotel Argento's restaurant serves breakfast and dinner. A bar/lounge is open for drinks. Room service is available during limited hours. The hotel serves a complimentary full breakfast each morning in the restaurant. Recreational amenities include an outdoor pool. Complimentary wireless Internet access is available in public areas and the hotel has an Internet point. The property offers a roundtrip airport shuttle (surcharge). Wedding services, concierge services, limo/town car service, and tour/ticket assistance are available. Additional property amenities include a rooftop terrace, a library, and a coffee shop/cafÃ©. This is a smoke-free property. A total renovation of this property was completed in June 2011.Guestrooms."
